TID	name	official name	superkingdom	phylum	class	order	family	genus	species	subspecies	STRING_type
864564	Parascardovia denticolens	Parascardovia denticolens DSM 10105 = JCM 12538	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	Parascardovia denticolens	1	core
865938	Weeksella virosa	Weeksella virosa DSM 16922	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Weeksella	Weeksella virosa	1	core
866774	Atopobium vaginae PB189T14	Atopobium vaginae PB189-T1-4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium vaginae	1	core
866775	Aerococcus urinae	Aerococcus urinae ACS-120-V-Col10a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinae	1	core
866776	Veillonella atypica	Veillonella atypica ACS-049-V-Sch6	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella atypica	1	core
867900	Cellulophaga lytica	Cellulophaga lytica DSM 7489	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	1	core
867903	Thermaerobacter subterraneus	Thermaerobacter subterraneus DSM 13965	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	Thermaerobacter subterraneus	1	core
868132	Methanobacterium sp. AL21	Methanobacterium sp. AL-21	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	1	1	core
868864	Desulfurobacterium thermolithotrophum	Desulfurobacterium thermolithotrophum DSM 11699	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Desulfurobacterium thermolithotrophum	1	core
869210	Marinithermus hydrothermalis	Marinithermus hydrothermalis DSM 14884	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Marinithermus	Marinithermus hydrothermalis	1	core
871271	Zinderia insecticola	Candidatus Zinderia insecticola CARI	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Candidatus Zinderia	Candidatus Zinderia insecticola	1	core
873517	Capnocytophaga ochracea F0287	Capnocytophaga ochracea F0287	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	1	core
875328	Mycobacterium sp. JDM601	Mycobacterium sp. JDM601	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	1	1	core
879305	Anaerococcus prevotii ACS065VCol13	Anaerococcus prevotii ACS-065-V-Col13	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii	1	core
880070	Cyclobacterium marinum	Cyclobacterium marinum DSM 745	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	Cyclobacterium marinum	1	core
880072	Desulfobacca acetoxidans	Desulfobacca acetoxidans DSM 11109	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	Desulfobacca acetoxidans	1	core
880724	Methanotorris igneus	Methanotorris igneus Kol 5	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris	Methanotorris igneus	1	core
882884	Salmonella enterica RSK2980	Salmonella enterica subsp. arizonae serovar str. RSK2980	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. arizonae	core
886377	Muricauda ruestringensis	Muricauda ruestringensis DSM 13258	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda ruestringensis	1	core
887062	Hylemonella gracilis	Hylemonella gracilis ATCC 19624	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hylemonella	Hylemonella gracilis	1	core
887325	Eubacterium saburreum	Eubacterium saburreum DSM 3986	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum saburreum	1	core
887327	Kingella kingae	Kingella kingae ATCC 23330	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella kingae	1	core
887898	Lautropia mirabilis	Lautropia mirabilis ATCC 51599	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia mirabilis	1	core
887929	Pseudoramibacter alactolyticus	Pseudoramibacter alactolyticus ATCC 23263	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	Pseudoramibacter alactolyticus	1	core
888056	Actinomyces sp. 448	Actinomyces sp. oral taxon 448 str. F0400	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 448	1	core
888060	Centipeda periodontii	Centipeda periodontii DSM 2778	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Centipeda	Centipeda periodontii	1	core
888746	Streptococcus peroris	Streptococcus peroris ATCC 700780	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus peroris	1	core
903503	Moranella endobia	Candidatus Moranella endobia PCIT	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Candidatus Moranella	Candidatus Moranella endobia	1	core
907931	Leuconostoc fallax	Leuconostoc fallax KCTC 3537	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc fallax	1	core
908337	Eremococcus coleocola	Eremococcus coleocola ACS-139-V-Col8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Eremococcus	Eremococcus coleocola	1	core
908338	Peptoniphilus harei	Peptoniphilus harei ACS-146-V-Sch2b	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei	1	core
908340	Clostridium sp. HGF2	Clostridium sp. HGF2	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	1	1	periphery
908612	Alistipes sp. HGB5	Alistipes sp. HGB5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	1	1	core
911045	Pseudovibrio sp. FOBEG1	Pseudovibrio sp. FO-BEG1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudovibrio	1	1	core
926569	Anaerolinea thermophila	Anaerolinea thermophila UNI-1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermophila	1	core
929506	Clostridium botulinum BKT015925	Clostridium botulinum BKT015925	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	1	periphery
930945	Sulfolobus islandicus	Sulfolobus islandicus REY15A	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	1	core
930946	Fructobacillus fructosus	Fructobacillus fructosus KCTC 3544	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus	Fructobacillus fructosus	1	core
931626	Acetobacterium woodii	Acetobacterium woodii DSM 1030	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	Acetobacterium woodii	1	core
933115	Planococcus donghaensis	Planococcus donghaensis MPA1U2	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus donghaensis	1	core
933801	Acidianus hospitalis	Acidianus hospitalis W1	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus hospitalis	1	core
937774	Taylorella equigenitalis	Taylorella equigenitalis MCE9	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Taylorella equigenitalis	1	core
940190	Melissococcus plutonius	Melissococcus plutonius ATCC 35311	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus	Melissococcus plutonius	1	core
940615	Granulicella tundricola	Granulicella tundricola	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	1	1	core
941770	Lactobacillus fructivorans	Lactobacillus fructivorans KCTC 3543	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fructivorans	1	core
945021	Tetragenococcus halophilus	Tetragenococcus halophilus NBRC 12172	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus	1	core
979556	Microbacterium testaceum	Microbacterium testaceum StLB037	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium testaceum	1	core
981222	Chloracidobacterium thermophilum	Candidatus Chloracidobacterium thermophilum B	Bacteria	Acidobacteria	1	1	1	Chloracidobacterium	Chloracidobacterium thermophilum	1	core
981383	Ornithinibacillus scapharcae	Ornithinibacillus scapharcae TW25	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus scapharcae	1	core
983544	Lacinutrix sp. 5H374	Lacinutrix sp. 5H-3-7-4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	1	1	core
983548	Krokinobacter sp. 4H375	Krokinobacter sp. 4H-3-7-5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	1	1	core
985867	Odyssella thessalonicensis	Candidatus Odyssella thessalonicensis L13	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	1	Candidatus Odyssella	Candidatus Odyssella thessalonicensis	1	core
986075	Caldalkalibacillus thermarum	Caldalkalibacillus thermarum TA2.A1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldalkalibacillus	Caldalkalibacillus thermarum	1	core
987059	Rubrivivax benzoatilyticus	Rubrivivax benzoatilyticus JA2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	1	Rubrivivax	Rubrivivax benzoatilyticus	1	core
990316	Methanosaeta concilii	Methanosaeta concilii GP6	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	Methanosaeta concilii	1	core
992406	Riemerella anatipestifer	Riemerella anatipestifer RA-GD	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella	Riemerella anatipestifer	1	core
996637	Streptomyces griseoaurantiacus	Streptomyces griseoaurantiacus M045	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoaurantiacus	1	core
997346	Desmospora sp. 8437	Desmospora sp. 8437	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Desmospora	1	1	core
998088	Aeromonas veronii	Aeromonas veronii B565	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	1	core
999141	Halomonas sp. TD01	Halomonas sp. TD01	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	1	1	core
1000565	Methyloversatilis universalis	Methyloversatilis universalis FAM5	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Methyloversatilis	Methyloversatilis universalis	1	core
1001994	Nitrosoarchaeum koreensis	Candidatus Nitrosoarchaeum koreensis MY1	Archaea	Thaumarchaeota	1	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosoarchaeum	Candidatus Nitrosoarchaeum koreensis	1	core
1003200	Achromobacter xylosoxidans AXXA	Achromobacter xylosoxidans AXX-A	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter insuavis	1	core
1004836	Gluconacetobacter sp. SXCC1	Gluconacetobacter sp. SXCC-1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	1	1	core
1005048	Collimonas fungivorans	Collimonas fungivorans Ter331	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Collimonas fungivorans	1	core
1005058	Gallibacterium anatis	Gallibacterium anatis UMN179	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium anatis	1	core
1006006	Metallosphaera cuprina	Metallosphaera cuprina Ar-4	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera cuprina	1	core
1006551	Klebsiella oxytoca	Klebsiella oxytoca KCTC 1686	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	1	core
1007104	Sphingomonas sp. S17	Sphingomonas sp. S17	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	1	1	core
1007105	Pusillimonas sp. T77	Pusillimonas sp. T7-7	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	1	1	core
1009370	Acetonema longum	Acetonema longum DSM 6540	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Acetonema	Acetonema longum	1	core
1027292	Sporosarcina newyorkensis	Sporosarcina newyorkensis 2681	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina newyorkensis	1	core
1029718	Arthromitus sp. SFBmoJap	Candidatus Arthromitus sp. SFB-mouse-Japan	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus	Candidatus Arthromitus sp. SFB-mouse	1	core
1031711	Ralstonia solanacearum Po82	Ralstonia solanacearum Po82	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	1	core
1032480	Microlunatus phosphovorus	Microlunatus phosphovorus NM-1	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus phosphovorus	1	core
1033802	Salinisphaera shabanensis	Salinisphaera shabanensis E1L3A	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	Salinisphaera shabanensis	1	core
1033810	Haloplasma contractile	Haloplasma contractile SSD-17B	Bacteria	phylum3	1	Haloplasmatales	Haloplasmataceae	Haloplasma	Haloplasma contractile	1	core
1042156	Clostridium sp. SY8519	Clostridium sp. SY8519	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	1	1	periphery
1045854	Weissella koreensis	Weissella koreensis KACC 15510	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella koreensis	1	core
1046627	Bizionia argentinensis	Bizionia argentinensis JUB59	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bizionia	Bizionia argentinensis	1	core
1050720	Agrobacterium tumefaciens F2	Agrobacterium tumefaciens F2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	1	core
1051632	Sulfobacillus acidophilus	Sulfobacillus acidophilus TPY	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Sulfobacillus	Sulfobacillus acidophilus	1	core
1053648	Tremblaya princeps	Candidatus Tremblaya princeps PCVAL	Bacteria	Proteobacteria	Betaproteobacteria	1	1	Candidatus Tremblaya	Candidatus Tremblaya princeps	1	core
1064535	Megasphaera elsdenii	Megasphaera elsdenii DSM 20460	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera elsdenii	1	core
1064539	Azospirillum brasilense	Azospirillum brasilense Sp245	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum brasilense	1	core
1082931	Pelagibacterium halotolerans	Pelagibacterium halotolerans B2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pelagibacterium	Pelagibacterium halotolerans	1	core
1097668	Burkholderia sp. YI23	Burkholderia sp. YI23	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	1	1	core
1112204	Gordonia polyisoprenivorans	Gordonia polyisoprenivorans VH2	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia polyisoprenivorans	1	core
1127134	Nocardia cyriacigeorgica	Nocardia cyriacigeorgica GUH-2	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica	1	core
1129369	Mycoplasma hyorhinis	Mycoplasma hyorhinis GDL-1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hyorhinis	1	core
